['28', '1662', 'Friday', '3422349381', '1', 'SPORTING GOODS', '5116']
['28', '146655', 'Sunday', '74623901003', '2', 'SPORTING GOODS', '717']
['28', '146655', 'Sunday', '4506310235', '1', 'SPORTING GOODS', '718']
['28', '146981', 'Sunday', '84738109880', '1', 'SPORTING GOODS', '5048']
['28', '146981', 'Sunday', '7760200448', '1', 'PHARMACY OTC', '1511']
['28', '146981', 'Sunday', '67619656789', '1', 'PHARMACY OTC', '1511']
['28', '147017', 'Sunday', '89745400158', '1', 'SPORTING GOODS', '5701']
['28', '147120', 'Sunday', '4900000977', '2', 'DSD GROCERY', '9211']
['28', '147120', 'Sunday', '2200000483', '1', 'IMPULSE MERCHANDISE', '135']
['28', '147120', 'Sunday', '88678300032', '1', 'SPORTING GOODS', '5047']
['28', '147342', 'Sunday', '3400000243', '2', 'IMPULSE MERCHANDISE', '100']
['28', '147342', 'Sunday', '3400000241', '2', 'IMPULSE MERCHANDISE', '100']
['28', '147342', 'Sunday', '20609300000', '1', 'SERVICE DELI', '8026']
['28', '147342', 'Sunday', '61884220356', '1', 'SPORTING GOODS', '5102']
['28', '147470', 'Sunday', '4770811702', '1', 'SPORTING GOODS', '608']
['28', '147470', 'Sunday', '1142394098', '1', 'SPORTING GOODS', '5092']
['28', '147470', 'Sunday', '4317175156', '1', 'SPORTING GOODS', '3332']
['28', '147470', 'Sunday', '2202153733', '1', 'SPORTING GOODS', '570']
['28', '147730', 'Sunday', '72336459171', '1', 'SPORTING GOODS', '2249']
['28', '147730', 'Sunday', '2847812555', '1', 'SPORTING GOODS', '2254']
['28', '147730', 'Sunday', '2847813307', '1', 'SPORTING GOODS', '2254']
['28', '147961', 'Sunday', '1142383801', '1', 'SPORTING GOODS', '5092']
['28', '147961', 'Sunday', '88678300140', '2', 'SPORTING GOODS', '5048']
['28', '148073', 'Sunday', '4900001916', '1', 'DSD GROCERY', '9546']
['28', '148073', 'Sunday', '4900000764', '1', 'DSD GROCERY', '9546']
['28', '148073', 'Sunday', '4900002620', '1', 'DSD GROCERY', '9546']
['28', '148073', 'Sunday', '4011', '1', 'PRODUCE', '5501']
['28', '148073', 'Sunday', '81547301465', '1', 'DAIRY', '7978']
['28', '148073', 'Sunday', '4338829647', '1', 'SPORTING GOODS', '301']
['28', '148073', 'Sunday', '2465501859', '1', 'SPORTING GOODS', '3322']
['28', '148073', 'Sunday', '4770870520', '1', 'SPORTING GOODS', '715']
['28', '148082', 'Sunday', '2863259491', '1', 'SPORTING GOODS', '3337']
['28', '148082', 'Sunday', '4338830619', '1', 'SPORTING GOODS', '302']
['28', '148082', 'Sunday', '2863259491', '-1', 'SPORTING GOODS', '3337']
['28', '148082', 'Sunday', '3877502151', '1', 'SPORTING GOODS', '730']
['28', '148082', 'Sunday', '84730900089', '1', 'SPORTING GOODS', '3279']
['28', '148082', 'Sunday', '84730900089', '-1', 'SPORTING GOODS', '3279']
['28', '148082', 'Sunday', '71264910108', '1', 'SPORTING GOODS', '511']
['28', '148932', 'Sunday', '84101516021', '1', 'SPORTING GOODS', '5048']
['28', '148932', 'Sunday', '3800084525', '1', 'IMPULSE MERCHANDISE', '808']
['28', '148932', 'Sunday', '84101516022', '1', 'SPORTING GOODS', '5048']
['28', '149519', 'Sunday', '3225621868', '1', 'SPORTING GOODS', '3255']
['28', '149519', 'Sunday', '3225621860', '1', 'SPORTING GOODS', '3255']
['28', '149519', 'Sunday', '2267719488', '1', 'SPORTING GOODS', '3259']
['28', '149519', 'Sunday', '2267700065', '1', 'SPORTING GOODS', '3264']
['28', '149519', 'Sunday', '30299393108', '1', 'BEAUTY', '4503']
['28', '149613', 'Sunday', '1089261374', '2', 'BATH AND SHOWER', '2025']
['28', '149613', 'Sunday', '7650138336', '1', 'SPORTING GOODS', '5115']
['28', '149613', 'Sunday', '7316100302', '1', 'BATH AND SHOWER', '4901']
['28', '149698', 'Sunday', '7874214588', '1', 'PERSONAL CARE', '620']
['28', '149698', 'Sunday', '7874235187', '1', 'DAIRY', '1508']
['28', '149698', 'Sunday', '3278458675', '1', 'SPORTING GOODS', '501']
['28', '149698', 'Sunday', '3700085983', '1', 'HOUSEHOLD PAPER GOODS', '3041']
['28', '149698', 'Sunday', '8394105817', '1', 'SPORTING GOODS', '701']
['28', '149698', 'Sunday', '4011', '1', 'PRODUCE', '5501']
['28', '149698', 'Sunday', '7874204019', '1', 'HOUSEHOLD PAPER GOODS', '110']
['28', '149698', 'Sunday', '4770800186', '2', 'SPORTING GOODS', '602']
['28', '149698', 'Sunday', '3338311002', '1', 'PRODUCE', '109']
['28', '149698', 'Sunday', '3877504208', '1', 'SPORTING GOODS', '731']
['28', '149698', 'Sunday', '7874211433', '3', 'DSD GROCERY', '3502']
['28', '149698', 'Sunday', '7005299946', '1', 'HOUSEHOLD PAPER GOODS', '221']
['28', '149698', 'Sunday', '7005299950', '1', 'HOUSEHOLD PAPER GOODS', '222']
['28', '149698', 'Sunday', '4338829647', '1', 'SPORTING GOODS', '301']
['28', '149698', 'Sunday', '4338833878', '1', 'SPORTING GOODS', '302']
['28', '149698', 'Sunday', '3998491534', '1', 'SPORTING GOODS', '3223']
['28', '149698', 'Sunday', '4770811702', '1', 'SPORTING GOODS', '608']
['28', '149698', 'Sunday', '692135490009', '1', 'SPORTING GOODS', '201']
['28', '149941', 'Sunday', '7650137635', '3', 'SPORTING GOODS', '5106']
['28', '149941', 'Sunday', '7650137635', '1', 'SPORTING GOODS', '5106']
['28', '150211', 'Monday', '4770870531', '1', 'SPORTING GOODS', '733']
['28', '150211', 'Monday', '4338829647', '1', 'SPORTING GOODS', '301']
['28', '150211', 'Monday', '4770814062', '1', 'SPORTING GOODS', '607']
['28', '150211', 'Monday', '66619777143', '1', 'SPORTING GOODS', '101']
['28', '150283', 'Monday', '79450475963', '1', 'SPORTING GOODS', '5705']
['28', '150429', 'Monday', '4338830656', '1', 'SPORTING GOODS', '405']
['28', '150429', 'Monday', '4338833045', '1', 'SPORTING GOODS', '201']
['28', '150429', 'Monday', '3294301723', '1', 'SPORTING GOODS', '3292']
['28', '150446', 'Monday', '6731200526', '1', 'DSD GROCERY', '2700']
['28', '150446', 'Monday', '3877502150', '1', 'SPORTING GOODS', '730']
['28', '150446', 'Monday', '3278458669', '1', 'SPORTING GOODS', '501']
['28', '150446', 'Monday', '3278458672', '1', 'SPORTING GOODS', '501']
['28', '150635', 'Monday', '2084103123', '1', 'SHOES', '4833']
['28', '150635', 'Monday', '4900003165', '1', 'DSD GROCERY', '9205']
['28', '150635', 'Monday', '4160426865', '1', 'SPORTING GOODS', '5023']
['28', '150635', 'Monday', '4797700944', '1', 'SPORTING GOODS', '5004']
['28', '150635', 'Monday', '3500050900', '1', 'PERSONAL CARE', '202']
['28', '150635', 'Monday', '1404532423', '1', 'SPORTING GOODS', '5037']
['28', '150944', 'Monday', '7650116151', '1', 'SPORTING GOODS', '5803']
['28', '151722', 'Monday', '69179159252', '1', 'SPORTING GOODS', '302']
['28', '151722', 'Monday', '1142383801', '1', 'SPORTING GOODS', '5092']
['28', '151722', 'Monday', '3877502151', '1', 'SPORTING GOODS', '730']
['28', '151722', 'Monday', '3294306351', '1', 'SPORTING GOODS', '3293']
['28', '151722', 'Monday', '75198102391', '1', 'SPORTING GOODS', '3207']
['28', '151722', 'Monday', '71933908981', '1', 'SPORTING GOODS', '3208']
['28', '151722', 'Monday', '8972603501', '1', 'SPORTING GOODS', '610']
['28', '151733', 'Monday', '3877502150', '1', 'SPORTING GOODS', '730']
['28', '151733', 'Monday', '3294305434', '1', 'SPORTING GOODS', '3248']
['28', '151733', 'Monday', '7830006989', '1', 'PHARMACY OTC', '272']
['28', '151733', 'Monday', '75198102345', '1', 'SPORTING GOODS', '3207']
['28', '151766', 'Monday', '4011', '1', 'PRODUCE', '5501']
['28', '151766', 'Monday', '3294307051', '1', 'SPORTING GOODS', '3279']
['28', '151766', 'Monday', '3936476754', '1', 'SPORTING GOODS', '305']
['28', '151766', 'Monday', '3400000299', '1', 'IMPULSE MERCHANDISE', '115']
['28', '152324', 'Monday', '64539701312', '1', 'SPORTING GOODS', '1712']
['28', '152350', 'Monday', '2863221362', '1', 'SPORTING GOODS', '301']
['28', '152921', 'Monday', '88678300196', '2', 'SPORTING GOODS', '5048']
['28', '152921', 'Monday', '733003320793', '1', 'SPORTING GOODS', '5040']
['28', '153010', 'Monday', '71933907161', '1', 'SPORTING GOODS', '3229']
['28', '153010', 'Monday', '2202150024', '1', 'SPORTING GOODS', '3302']
['28', '153010', 'Monday', '5103413342', '1', 'SPORTING GOODS', '3229']
['28', '153010', 'Monday', '2200001560', '1', 'IMPULSE MERCHANDISE', '135']
['28', '153010', 'Monday', '5103417444', '1', 'SPORTING GOODS', '3232']
['28', '153010', 'Monday', '3294307076', '1', 'SPORTING GOODS', '3258']
['28', '153010', 'Monday', '2055406779', '1', 'SPORTING GOODS', '3258']
['28', '153026', 'Monday', '8500001819', '1', 'LIQUOR,WINE,BEER', '2401']
['28', '153026', 'Monday', '4133103961', '2', 'GROCERY DRY GOODS', '4290']
['28', '153026', 'Monday', '4133112001', '2', 'GROCERY DRY GOODS', '4290']
['28', '153026', 'Monday', '4460001717', '1', 'HOUSEHOLD CHEMICALS/SUPP', '62']
['28', '153026', 'Monday', '4150000031', '1', 'GROCERY DRY GOODS', '2302']
['28', '153026', 'Monday', '7790019416', '1', 'PRE PACKED DELI', '7803']
['28', '153026', 'Monday', '1980000117', '1', 'HOUSEHOLD CHEMICALS/SUPP', '8010']
['28', '153026', 'Monday', '7874204879', '1', 'HOUSEHOLD PAPER GOODS', '4005']
['28', '153026', 'Monday', '7650115763', '1', 'SPORTING GOODS', '5805']
['28', '153026', 'Monday', '60538800120', '1', 'DAIRY', '9127']
['28', '153026', 'Monday', '8974440254', '1', 'LIQUOR,WINE,BEER', '2401']
['28', '153026', 'Monday', '7874203875', '1', 'GROCERY DRY GOODS', '2408']
['28', '153026', 'Monday', '1089255900', '1', 'HOME DECOR', '519']
['28', '153026', 'Monday', '63592812020', '2', 'COOK AND DINE', '22']
['28', '153026', 'Monday', '4000000627', '1', 'IMPULSE MERCHANDISE', '115']
['28', '153026', 'Monday', '1070080427', '2', 'IMPULSE MERCHANDISE', '115']
['28', '153096', 'Monday', '2840000056', '1', 'IMPULSE MERCHANDISE', '808']
['28', '153096', 'Monday', '20966500000', '1', 'SERVICE DELI', '7010']
['28', '153096', 'Monday', '4900002620', '1', 'DSD GROCERY', '9546']
['28', '153096', 'Monday', '2840043774', '1', 'IMPULSE MERCHANDISE', '808']
['28', '153096', 'Monday', '3278457343', '1', 'SPORTING GOODS', '302']
['28', '153096', 'Monday', '3294301722', '1', 'SPORTING GOODS', '3292']
['28', '153129', 'Monday', '84730900524', '1', 'SPORTING GOODS', '103']
['28', '153129', 'Monday', '3278458673', '1', 'SPORTING GOODS', '501']
['28', '153129', 'Monday', '3877502065', '3', 'SPORTING GOODS', '733']
['28', '153359', 'Monday', '7825730838', '1', 'SPORTING GOODS', '5806']
['28', '153359', 'Monday', '1920000601', '1', 'HOUSEHOLD CHEMICALS/SUPP', '7010']
['28', '153359', 'Monday', '1370083545', '1', 'HOUSEHOLD PAPER GOODS', '209']
['28', '154822', 'Monday', '7874235201', '1', 'DAIRY', '1515']
['28', '154822', 'Monday', '7874207552', '1', 'GROCERY DRY GOODS', '3600']
['28', '154822', 'Monday', '70493500435', '1', 'SPORTING GOODS', '5517']
['28', '154822', 'Monday', '3500076379', '1', 'PERSONAL CARE', '203']
['28', '155057', 'Monday', '4506310235', '2', 'SPORTING GOODS', '718']
['28', '155057', 'Monday', '4770848320', '1', 'SPORTING GOODS', '602']
['28', '155057', 'Monday', '3877504206', '1', 'SPORTING GOODS', '731']
['28', '155604', 'Monday', '4900001679', '1', 'DSD GROCERY', '9546']
['28', '155604', 'Monday', '2430004350', '1', 'COMM BREAD', '3709']
['28', '155604', 'Monday', '2430004331', '1', 'COMM BREAD', '3709']
['28', '155604', 'Monday', '7650109772', '1', 'SPORTING GOODS', '5805']
['28', '156615', 'Tuesday', '4131', '1', 'PRODUCE', '1213']
['28', '156615', 'Tuesday', '6128251040', '1', 'SPORTING GOODS', '5102']
['28', '156615', 'Tuesday', '65356994623', '1', 'TOYS', '1501']
['28', '156615', 'Tuesday', '4011', '1', 'PRODUCE', '5501']
['28', '156658', 'Tuesday', '5100021241', '1', 'GROCERY DRY GOODS', '3150']
['28', '156658', 'Tuesday', '1142384101', '1', 'SPORTING GOODS', '5092']
['28', '156658', 'Tuesday', '5100001031', '1', 'GROCERY DRY GOODS', '3122']
['28', '156658', 'Tuesday', '1142394098', '1', 'SPORTING GOODS', '5092']
['28', '157443', 'Tuesday', '3422342185', '2', 'SPORTING GOODS', '5117']
['28', '157719', 'Tuesday', '4317175156', '2', 'SPORTING GOODS', '3332']
['28', '157719', 'Tuesday', '4770800184', '1', 'SPORTING GOODS', '602']
['28', '157719', 'Tuesday', '2120046880', '1', 'OFFICE SUPPLIES', '4307']
['28', '157719', 'Tuesday', '3877504209', '1', 'SPORTING GOODS', '731']
['28', '157719', 'Tuesday', '4506340988', '1', 'SPORTING GOODS', '718']
['28', '157719', 'Tuesday', '4282552940', '1', 'BOYS WEAR', '6105']
['28', '158034', 'Tuesday', '7092210034', '1', 'HOUSEHOLD CHEMICALS/SUPP', '3030']
['28', '158034', 'Tuesday', '2200000769', '1', 'IMPULSE MERCHANDISE', '145']
['28', '158034', 'Tuesday', '8079380391', '2', 'DSD GROCERY', '3467']
['28', '158034', 'Tuesday', '7092210034', '1', 'HOUSEHOLD CHEMICALS/SUPP', '3030']
['28', '158034', 'Tuesday', '4900002870', '1', 'DSD GROCERY', '9214']
['28', '158034', 'Tuesday', '5200020806', '1', 'DSD GROCERY', '4607']
['28', '158034', 'Tuesday', '3422343858', '1', 'SPORTING GOODS', '5105']
['28', '158221', 'Tuesday', '81271301903', '20', 'SPORTING GOODS', '5510']
['28', '158555', 'Tuesday', '3925682880', '1', 'SPORTING GOODS', '2250']
['28', '158555', 'Tuesday', '7874200986', '1', 'PHARMACY OTC', '1002']
['28', '158555', 'Tuesday', '7874243665', '1', 'PHARMACY OTC', '1001']
['28', '158555', 'Tuesday', '2847807370', '1', 'SPORTING GOODS', '2253']
['28', '158555', 'Tuesday', '7874209338', '1', 'PHARMACY OTC', '602']
['28', '158961', 'Tuesday', '4338811679', '1', 'SPORTING GOODS', '404']
['28', '158961', 'Tuesday', '3628293715', '1', 'SPORTING GOODS', '201']
['28', '160010', 'Tuesday', '68113105214', '1', 'PERSONAL CARE', '3187']
['28', '160010', 'Tuesday', '7940031405', '1', 'PERSONAL CARE', '3168']
['28', '160010', 'Tuesday', '7825731904', '1', 'SPORTING GOODS', '5805']
['28', '160010', 'Tuesday', '7940000953', '1', 'PERSONAL CARE', '5009']
['28', '161109', 'Wednesday', '7825731596', '1', 'SPORTING GOODS', '5806']
['28', '161109', 'Wednesday', '2569500819', '1', 'BEDDING', '6060']
['28', '161109', 'Wednesday', '3408663825', '2', 'BEDDING', '6015']
['28', '161109', 'Wednesday', '7825731904', '1', 'SPORTING GOODS', '5805']
['28', '161970', 'Wednesday', '5210002996', '1', 'GROCERY DRY GOODS', '4263']
['28', '161970', 'Wednesday', '7650112051', '1', 'SPORTING GOODS', '5048']
['28', '161970', 'Wednesday', '5210096842', '1', 'GROCERY DRY GOODS', '4273']
['28', '162095', 'Wednesday', '7650138336', '1', 'SPORTING GOODS', '5115']
['28', '162222', 'Wednesday', '80860802310', '1', 'HOME MANAGEMENT', '1203']
['28', '162222', 'Wednesday', '84730900123', '1', 'SPORTING GOODS', '702']
['28', '162222', 'Wednesday', '2863252161', '1', 'SPORTING GOODS', '3223']
['28', '162222', 'Wednesday', '2863252153', '1', 'SPORTING GOODS', '3223']
['28', '162327', 'Wednesday', '7825730404', '1', 'SPORTING GOODS', '5805']
['28', '163764', 'Wednesday', '7830006991', '3', 'PHARMACY OTC', '269']
['28', '163764', 'Wednesday', '880552312678', '1', 'LADIESWEAR', '3120']
['28', '163764', 'Wednesday', '880552312718', '1', 'LADIESWEAR', '3120']
['28', '163764', 'Wednesday', '88678300086', '2', 'SPORTING GOODS', '5047']
['28', '164362', 'Wednesday', '2200001748', '1', 'IMPULSE MERCHANDISE', '135']
['28', '164362', 'Wednesday', '7874204880', '1', 'HOUSEHOLD PAPER GOODS', '5550']
['28', '164362', 'Wednesday', '2200000838', '1', 'IMPULSE MERCHANDISE', '135']
['28', '164362', 'Wednesday', '68113169937', '1', 'PHARMACY OTC', '2006']
['28', '164362', 'Wednesday', '7650112051', '1', 'SPORTING GOODS', '5048']
['28', '164362', 'Wednesday', '7650112051', '1', 'SPORTING GOODS', '5048']
['28', '164362', 'Wednesday', '87433500731', '1', 'SPORTING GOODS', '5303']
['28', '164362', 'Wednesday', '88678300160', '1', 'SPORTING GOODS', '5050']
['28', '164362', 'Wednesday', '2200001749', '1', 'IMPULSE MERCHANDISE', '135']
['28', '164362', 'Wednesday', '88678300159', '1', 'SPORTING GOODS', '5050']
['28', '164362', 'Wednesday', '61884225690', '1', 'SPORTING GOODS', '5128']
['28', '164362', 'Wednesday', '3688137777', '1', 'TOYS', '1502']
['28', '164362', 'Wednesday', '79450475963', '1', 'SPORTING GOODS', '5705']
['28', '164559', 'Wednesday', '2476104094', '-1', 'LAWN AND GARDEN', '1751']
['28', '164559', 'Wednesday', '8686108504', '1', 'LAWN AND GARDEN', '4805']
['28', '164559', 'Wednesday', '1258770045', '1', 'HOME MANAGEMENT', '8957']
['28', '164559', 'Wednesday', '3422349381', '1', 'SPORTING GOODS', '5116']
['28', '164559', 'Wednesday', '4153502370', '1', 'LAWN AND GARDEN', '4828']
['28', '164559', 'Wednesday', '60538807104', '1', 'HARDWARE', '5007']
['28', '164559', 'Wednesday', '2476104094', '1', 'LAWN AND GARDEN', '1751']
['28', '164559', 'Wednesday', '2476104094', '1', 'LAWN AND GARDEN', '1751']
['28', '164559', 'Wednesday', '5113197489', '1', 'FABRICS AND CRAFTS', '5946']
['28', '164559', 'Wednesday', '60538807103', '1', 'HARDWARE', '5007']
['28', '164567', 'Wednesday', '2863221362', '1', 'SPORTING GOODS', '301']
['28', '165485', 'Wednesday', '8394105827', '1', 'SPORTING GOODS', '701']
['28', '165485', 'Wednesday', '8394105819', '1', 'SPORTING GOODS', '701']
['28', '165485', 'Wednesday', '3877502069', '1', 'SPORTING GOODS', '733']
['28', '165485', 'Wednesday', '4770870531', '1', 'SPORTING GOODS', '733']
['28', '165485', 'Wednesday', '3877507273', '1', 'SPORTING GOODS', '732']
['28', '165576', 'Wednesday', '4300004584', '1', 'DSD GROCERY', '4627']
['28', '165576', 'Wednesday', '3422341752', '1', 'SPORTING GOODS', '5117']
['28', '165576', 'Wednesday', '7169128671', '2', 'HOME MANAGEMENT', '8959']
['28', '165576', 'Wednesday', '4300004600', '1', 'DSD GROCERY', '4627']
['28', '165576', 'Wednesday', '7650138407', '1', 'SPORTING GOODS', '5102']
['28', '165663', 'Wednesday', '7911830019', '1', 'AUTOMOTIVE', '4034']
['28', '165663', 'Wednesday', '2096855080', '1', 'SPORTING GOODS', '5087']
['28', '165663', 'Wednesday', '7524320177', '1', 'FROZEN FOODS', '1853']
['28', '165663', 'Wednesday', '60069900106', '1', 'GROCERY DRY GOODS', '4503']
['28', '165663', 'Wednesday', '3400029005', '1', 'CANDY, TOBACCO, COOKIES', '75']
['28', '165663', 'Wednesday', '3800059921', '1', 'GROCERY DRY GOODS', '3555']
['28', '165663', 'Wednesday', '9396651300', '1', 'DAIRY', '1510']
['28', '165663', 'Wednesday', '4400000463', '1', 'DSD GROCERY', '3621']
['28', '165663', 'Wednesday', '81742701116', '1', 'SPORTING GOODS', '5705']
['28', '165663', 'Wednesday', '7734112961', '1', 'AUTOMOTIVE', '8091']
['28', '165808', 'Wednesday', '60538804541', '1', 'FINANCIAL SERVICES', '3903']
['28', '165808', 'Wednesday', '2863252698', '1', 'SPORTING GOODS', '3337']
['28', '165808', 'Wednesday', '3294302130', '1', 'SPORTING GOODS', '3279']
['28', '165808', 'Wednesday', '4338826660', '1', 'SPORTING GOODS', '303']
['28', '165808', 'Wednesday', '4770800184', '1', 'SPORTING GOODS', '602']
['28', '165808', 'Wednesday', '4133384401', '1', 'IMPULSE MERCHANDISE', '906']
['28', '165808', 'Wednesday', '1700011346', '1', 'BEAUTY', '4670']
['28', '168076', 'Thursday', '5200020807', '1', 'DSD GROCERY', '4607']
['28', '168076', 'Thursday', '7825731903', '2', 'SPORTING GOODS', '5818']
['28', '168076', 'Thursday', '4900000044', '1', 'DSD GROCERY', '9546']
['28', '168076', 'Thursday', '3500051002', '1', 'PERSONAL CARE', '202']
['28', '168076', 'Thursday', '5200020806', '1', 'DSD GROCERY', '4607']
['28', '168138', 'Thursday', '7650109773', '1', 'SPORTING GOODS', '5805']
['28', '168138', 'Thursday', '4289992539', '1', 'AUTOMOTIVE', '6135']
['28', '168138', 'Thursday', '7650109774', '1', 'SPORTING GOODS', '5816']
['28', '168138', 'Thursday', '4900000044', '1', 'DSD GROCERY', '9546']
['28', '168163', 'Thursday', '6019769277', '-1', 'LAWN AND GARDEN', '2536']
['28', '168163', 'Thursday', '6019769277', '1', 'LAWN AND GARDEN', '2536']
['28', '168163', 'Thursday', '4900001916', '1', 'DSD GROCERY', '9546']
['28', '168163', 'Thursday', '4900000044', '2', 'DSD GROCERY', '9546']
['28', '168163', 'Thursday', '81742701116', '1', 'SPORTING GOODS', '5705']
['28', '168618', 'Thursday', '5200032069', '2', 'DSD GROCERY', '4606']
['28', '168618', 'Thursday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '168618', 'Thursday', '5200033877', '1', 'DSD GROCERY', '4606']
['28', '168618', 'Thursday', '5200032213', '1', 'DSD GROCERY', '4606']
['28', '168618', 'Thursday', '5200032585', '1', 'DSD GROCERY', '4606']
['28', '168618', 'Thursday', '7825731902', '1', 'SPORTING GOODS', '5816']
['28', '168618', 'Thursday', '5200032180', '1', 'DSD GROCERY', '4606']
['28', '168689', 'Thursday', '88830300010', '1', 'SPORTING GOODS', '407']
['28', '168689', 'Thursday', '2856272201', '1', 'SPORTING GOODS', '3223']
['28', '168689', 'Thursday', '4770801560', '1', 'SPORTING GOODS', '705']
['28', '168689', 'Thursday', '2863270197', '1', 'SPORTING GOODS', '507']
['28', '168959', 'Thursday', '3422349381', '1', 'SPORTING GOODS', '5116']
['28', '168959', 'Thursday', '7644086488', '1', 'COOK AND DINE', '121']
['28', '168959', 'Thursday', '1500004521', '1', 'INFANT CONSUMABLE HARDLINES', '3163']
['28', '168959', 'Thursday', '7800011316', '1', 'DSD GROCERY', '2403']
['28', '169702', 'Thursday', '4133384401', '1', 'IMPULSE MERCHANDISE', '906']
['28', '169702', 'Thursday', '71264910129', '1', 'SPORTING GOODS', '511']
['28', '169702', 'Thursday', '2840033579', '1', 'DSD GROCERY', '8251']
['28', '169702', 'Thursday', '8394105792', '2', 'SPORTING GOODS', '736']
['28', '170024', 'Thursday', '1558679382', '1', 'FABRICS AND CRAFTS', '8055']
['28', '170024', 'Thursday', '1558679619', '1', 'FABRICS AND CRAFTS', '8054']
['28', '170024', 'Thursday', '7675333362', '1', 'COOK AND DINE', '3706']
['28', '170024', 'Thursday', '5111154362', '2', 'HARDWARE', '351']
['28', '170024', 'Thursday', '1558679385', '1', 'FABRICS AND CRAFTS', '8055']
['28', '170024', 'Thursday', '4796816027', '1', 'INFANT CONSUMABLE HARDLINES', '2117']
['28', '170024', 'Thursday', '7650138009', '1', 'SPORTING GOODS', '5113']
['28', '170024', 'Thursday', '2600001558', '1', 'OFFICE SUPPLIES', '6681']
['28', '170039', 'Thursday', '980000763', '1', 'IMPULSE MERCHANDISE', '145']
['28', '170039', 'Thursday', '81742701116', '1', 'SPORTING GOODS', '5705']
['28', '170039', 'Thursday', '72187400394', '1', 'IMPULSE MERCHANDISE', '20']
['28', '170039', 'Thursday', '76487864022', '1', 'SPORTING GOODS', '5705']
['28', '170039', 'Thursday', '4011', '1', 'PRODUCE', '5501']
['28', '170039', 'Thursday', '3800025603', '1', 'FROZEN FOODS', '2112']
['28', '170039', 'Thursday', '4142011476', '1', 'IMPULSE MERCHANDISE', '110']
['28', '170039', 'Thursday', '63144400300', '1', 'SPORTING GOODS', '5044']
['28', '170600', 'Thursday', '7874211915', '1', 'GROCERY DRY GOODS', '4503']
['28', '170600', 'Thursday', '5450019322', '1', 'PRE PACKED DELI', '7508']
['28', '170600', 'Thursday', '71876988581', '1', 'SPORTING GOODS', '5807']
['28', '170600', 'Thursday', '7553633000', '1', 'SPORTING GOODS', '5014']
['28', '170600', 'Thursday', '7650193236', '1', 'SPORTING GOODS', '5007']
['28', '170600', 'Thursday', '4856407403', '1', 'COMM BREAD', '3706']
['28', '170600', 'Thursday', '7650193231', '1', 'SPORTING GOODS', '5007']
['28', '170600', 'Thursday', '7874298816', '1', 'BAKERY', '3024']
['28', '170600', 'Thursday', '7650193234', '1', 'SPORTING GOODS', '5007']
['28', '170600', 'Thursday', '4441101498', '1', 'SPORTING GOODS', '6001']
['28', '170600', 'Thursday', '88546810055', '2', 'SPORTING GOODS', '5807']
['28', '170600', 'Thursday', '7650193232', '1', 'SPORTING GOODS', '5007']
['28', '170600', 'Thursday', '5638909195', '3', 'SPORTING GOODS', '5010']
['28', '170600', 'Thursday', '7047043579', '2', 'DAIRY', '1436']
['28', '170600', 'Thursday', '3400000240', '3', 'IMPULSE MERCHANDISE', '100']
['28', '170600', 'Thursday', '3760010321', '1', 'PRE PACKED DELI', '7208']
['28', '170600', 'Thursday', '7047043332', '2', 'DAIRY', '1436']
['28', '170600', 'Thursday', '7630124015', '1', 'DSD GROCERY', '4621']
['28', '170600', 'Thursday', '4878902225', '1', 'HOUSEHOLD PAPER GOODS', '6504']
['28', '170600', 'Thursday', '7874211212', '1', 'DAIRY', '9022']
['28', '170600', 'Thursday', '7874201291', '1', 'DAIRY', '7960']
['28', '170600', 'Thursday', '7874207875', '1', 'HOUSEHOLD PAPER GOODS', '5550']
['28', '170600', 'Thursday', '4400000463', '1', 'DSD GROCERY', '3621']
['28', '170600', 'Thursday', '76163520200', '1', 'PRODUCE', '3501']
['28', '170600', 'Thursday', '3000001180', '1', 'GROCERY DRY GOODS', '3556']
['28', '170600', 'Thursday', '76163520360', '1', 'PRODUCE', '3502']
['28', '170600', 'Thursday', '2100002579', '1', 'GROCERY DRY GOODS', '3800']
['28', '170600', 'Thursday', '68113170247', '1', 'HOUSEHOLD PAPER GOODS', '7010']
['28', '170600', 'Thursday', '3760039885', '1', 'PRE PACKED DELI', '7451']
['28', '170600', 'Thursday', '7874298197', '1', 'BAKERY', '5010']
['28', '170600', 'Thursday', '1142394116', '1', 'SPORTING GOODS', '5092']
['28', '170600', 'Thursday', '38137001274', '1', 'BEAUTY', '6004']
['28', '170600', 'Thursday', '7442602001', '1', 'COMM BREAD', '3729']
['28', '170600', 'Thursday', '73990700001', '3', 'GROCERY DRY GOODS', '2707']
['28', '170600', 'Thursday', '81592101200', '1', 'BEAUTY', '6124']
['28', '170600', 'Thursday', '7650193229', '1', 'SPORTING GOODS', '5007']
['28', '170600', 'Thursday', '87433500731', '1', 'SPORTING GOODS', '5303']
['28', '170600', 'Thursday', '7650193235', '2', 'SPORTING GOODS', '5007']
['28', '170600', 'Thursday', '7650193230', '1', 'SPORTING GOODS', '5007']
['28', '170600', 'Thursday', '1142394109', '1', 'SPORTING GOODS', '5092']
['28', '170600', 'Thursday', '7047042229', '1', 'DAIRY', '1436']
['28', '170600', 'Thursday', '3422349099', '1', 'SPORTING GOODS', '5113']
